"parameter_set_id","description","strategy","mean_estimated_rate","mean_true_rate","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
27,"Trip bias - sub-sample sets","sets",687.139276917941,683.239081504082,3.90019541385903,0.621679070097858,-180.211534643854,236.500271602701,-24.5285875915785,33.2347874110355,9,0.3,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
27,"Trip bias - sub-sample sets","trips",157.298054449817,683.239081504082,-525.941027054265,-76.5977024048273,-758.741723678207,-361.888565222181,-84.0178558624284,-67.387878267141,9,0.3,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
27,"Trip bias - sub-sample sets","vessels",672.603883488746,683.239081504082,-10.6351980153364,-1.49546423741075,-315.899660035679,407.850108840992,-41.7782946754819,57.1226860712975,9,0.3,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
28,"Baseline","sets",1.55469650238294,1.55439807947088,0.000298422912067801,0.0435236495195726,-0.10506062857149,0.10006836980834,-6.72529956450251,6.26390983428091,1,0.3,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
28,"Baseline","trips",1.55336033387042,1.55439807947088,-0.00103774560045938,-0.020061122014231,-0.27343980872626,0.286878450288934,-16.2551192304999,18.6755643220459,1,0.3,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
28,"Baseline","vessels",1.56478121387399,1.55439807947088,0.0103831344031108,0.727808758496564,-0.52864625425581,0.672430115968718,-31.9873460517043,42.8656973416306,1,0.3,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
29,"Vessel bias","sets",1.55289957924054,1.55322682086869,-0.000327241628156302,0.00582166416619897,-0.108524583419759,0.103123201471575,-6.7025023665352,6.81306623458574,2,0.3,-2,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
29,"Vessel bias","trips",1.55881262429814,1.55322682086869,0.00558580342944674,0.364665679695899,-0.290009830305022,0.325044496186152,-17.7245781169136,20.7704422435357,2,0.3,-2,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
29,"Vessel bias","vessels",1.08302142850056,1.55322682086869,-0.470205392368129,-29.8663266332318,-0.955284353012543,-0.011120921987694,-53.0975390558909,-0.761720931065934,2,0.3,-2,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
30,"Trip bias","sets",1.56305489184591,1.561625758121,0.00142913372491366,0.0959361784601721,-0.10447117668866,0.110106444912655,-6.37297338366394,6.8132758951632,3,0.3,0,-2,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
30,"Trip bias","trips",0.976326048599918,1.561625758121,-0.585299709521081,-37.3921275023796,-0.850160790706447,-0.356833976127303,-48.3607092152021,-25.5029822295479,3,0.3,0,-2,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
30,"Trip bias","vessels",1.55450899811572,1.561625758121,-0.00711676000527726,-0.159461493869741,-0.597690243822162,0.61406525987874,-34.5076144976849,39.5700641886122,3,0.3,0,-2,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
31,"Baseline 20%","sets",1.54398772038419,1.54189784513767,0.00208987524652146,0.173655574299357,-0.1345141764639,0.129576496227592,-8.41533434595506,8.81316253707135,4,0.2,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
31,"Baseline 20%","trips",1.54102800470188,1.54189784513767,-0.000869840435787305,-0.112019215400807,-0.319335277128938,0.438317133097083,-20.3501288163877,27.1732136641721,4,0.2,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
31,"Baseline 20%","vessels",1.54612993079036,1.54189784513767,0.0042320856526903,0.231603991822331,-0.67492114944296,1.02270173586344,-42.3507684571291,63.6318326521917,4,0.2,0,0,1,4,"Bycatch species ",50,10,1.13,26,1.8,0.08,0.55,0.65,0.42
